#          iterations=   6     deuteron energy=-.222458389E+01 MeV
#
#
#                  D-state probability=0.575987699E-01
#
#
#
#
#   p(fm-1)          3s1(fm**3/2)      3d1(fm**3/2)
 0.124943879E+03  0.202536671E-10  0.495349550E-10
 0.124959266E+03  0.161406001E-10  0.367854120E-10
 0.124972191E+03  0.125733993E-10  0.257315535E-10
 0.124982655E+03  0.962715113E-11  0.166042604E-10
 0.124990658E+03  0.734704840E-11  0.954207851E-11
 0.124996199E+03  0.575794670E-11  0.462086794E-11
 0.124999279E+03  0.487174466E-11  0.187669048E-11



     r(fm)        3s1              3d1
    0.0100  0.792066968E-03  -.532060317E-06
    0.0200  0.158873440E-02  -.422229377E-05
    0.0300  0.239461258E-02  -.140802029E-04
    0.0400  0.321432925E-02  -.329014150E-04
    0.0500  0.405253518E-02  -.632985289E-04
    0.0600  0.491390945E-02  -.107768982E-03
    0.0700  0.580316499E-02  -.168734103E-03
    0.0800  0.672505310E-02  -.248536122E-03
    0.0900  0.768436532E-02  -.349428815E-03
    0.1000  0.868593288E-02  -.473594569E-03
    0.1100  0.973462571E-02  -.623181067E-03
    0.1200  0.108353513E-01  -.800326258E-03
    0.1300  0.119930523E-01  -.100715663E-02
    0.1400  0.132127010E-01  -.124577530E-02
    0.1500  0.144992910E-01  -.151826394E-02
    0.1600  0.158578283E-01  -.182669979E-02
    0.1700  0.172933218E-01  -.217316813E-02
    0.1800  0.188107721E-01  -.255975576E-02
    0.1900  0.204151580E-01  -.298853461E-02
    0.2000  0.221114190E-01  -.346155292E-02
    0.2100  0.239044381E-01  -.398083911E-02
    0.2200  0.257990234E-01  -.454840463E-02
    0.2300  0.277998895E-01  -.516623277E-02
    0.2400  0.299116356E-01  -.583625783E-02
    0.2500  0.321387214E-01  -.656034983E-02
    0.2600  0.344854430E-01  -.734030997E-02
    0.2700  0.369559088E-01  -.817786755E-02
    0.2800  0.395540162E-01  -.907466616E-02
    0.2900  0.422834257E-01  -.100322418E-01
    0.3000  0.451475339E-01  -.110520043E-01
    0.3100  0.481494482E-01  -.121352305E-01
    0.3200  0.512919619E-01  -.132830583E-01
    0.3300  0.545775321E-01  -.144964748E-01
    0.3400  0.580082560E-01  -.157762969E-01
    0.3500  0.615858481E-01  -.171231534E-01
    0.3600  0.653116189E-01  -.185374844E-01
    0.3700  0.691864576E-01  -.200195281E-01
    0.3800  0.732108171E-01  -.215693253E-01
    0.3900  0.773846996E-01  -.231866997E-01
    0.4000  0.817076440E-01  -.248712493E-01
    0.4100  0.861787163E-01  -.266223427E-01
    0.4200  0.907965046E-01  -.284391285E-01
    0.4300  0.955591170E-01  -.303205302E-01
    0.4400  0.100464182E+00  -.322652497E-01
    0.4500  0.105508851E+00  -.342717519E-01
    0.4600  0.110689802E+00  -.363382832E-01
    0.4700  0.116003253E+00  -.384628774E-01
    0.4800  0.121444972E+00  -.406433673E-01
    0.4900  0.127010297E+00  -.428773854E-01
    0.5000  0.132694149E+00  -.451623734E-01
    0.5100  0.138491056E+00  -.474955940E-01
    0.5200  0.144395176E+00  -.498741432E-01
    0.5300  0.150400324E+00  -.522949793E-01
    0.5400  0.156500002E+00  -.547549186E-01
    0.5500  0.162687426E+00  -.572506553E-01
    0.5600  0.168955560E+00  -.597787770E-01
    0.5700  0.175297146E+00  -.623357838E-01
    0.5800  0.181704744E+00  -.649181101E-01
    0.5900  0.188170761E+00  -.675221368E-01
    0.6000  0.194687493E+00  -.701442039E-01
    0.6100  0.201247150E+00  -.727806260E-01
    0.6200  0.207841902E+00  -.754277154E-01
    0.6300  0.214463907E+00  -.780818014E-01
    0.6400  0.221105349E+00  -.807392418E-01
    0.6500  0.227758468E+00  -.833964305E-01
    0.6600  0.234415592E+00  -.860498170E-01
    0.6700  0.241069169E+00  -.886959200E-01
    0.6800  0.247711792E+00  -.913313411E-01
    0.6900  0.254336232E+00  -.939527823E-01
    0.7000  0.260935455E+00  -.965570416E-01
    0.7100  0.267502650E+00  -.991410256E-01
    0.7200  0.274031246E+00  -.101701765E+00
    0.7300  0.280514931E+00  -.104236421E+00
    0.7400  0.286947670E+00  -.106742291E+00
    0.7500  0.293323716E+00  -.109216810E+00
    0.7600  0.299637622E+00  -.111657550E+00
    0.7700  0.305884247E+00  -.114062234E+00
    0.7800  0.312058766E+00  -.116428732E+00
    0.7900  0.318156676E+00  -.118755072E+00
    0.8000  0.324173795E+00  -.121039425E+00
    0.8100  0.330106263E+00  -.123280111E+00
    0.8200  0.335950540E+00  -.125475594E+00
    0.8300  0.341703406E+00  -.127624494E+00
    0.8400  0.347361956E+00  -.129725576E+00
    0.8500  0.352923592E+00  -.131777741E+00
    0.8600  0.358386016E+00  -.133780027E+00
    0.8700  0.363747221E+00  -.135731603E+00
    0.8800  0.369005485E+00  -.137631773E+00
    0.8900  0.374159358E+00  -.139479966E+00
    0.9000  0.379207653E+00  -.141275730E+00
    0.9100  0.384149431E+00  -.143018725E+00
    0.9200  0.388983993E+00  -.144708715E+00
    0.9300  0.393710863E+00  -.146345574E+00
    0.9400  0.398329783E+00  -.147929277E+00
    0.9500  0.402840694E+00  -.149459889E+00
    0.9600  0.407243723E+00  -.150937560E+00
    0.9700  0.411539175E+00  -.152362515E+00
    0.9800  0.415727515E+00  -.153735065E+00
    0.9900  0.419809363E+00  -.155055591E+00
    1.0000  0.423785475E+00  -.156324538E+00
    1.0100  0.427656733E+00  -.157542407E+00
    1.0200  0.431424137E+00  -.158709753E+00
    1.0300  0.435088788E+00  -.159827186E+00
    1.0400  0.438651885E+00  -.160895364E+00
    1.0500  0.442114711E+00  -.161914983E+00
    1.0600  0.445478621E+00  -.162886776E+00
    1.0700  0.448745036E+00  -.163811500E+00
    1.0800  0.451915434E+00  -.164689953E+00
    1.0900  0.454991344E+00  -.165522958E+00
    1.1000  0.457974333E+00  -.166311356E+00
    1.1100  0.460866006E+00  -.167056004E+00
    1.1200  0.463667990E+00  -.167757775E+00
    1.1300  0.466381937E+00  -.168417554E+00
    1.1400  0.469009514E+00  -.169036243E+00
    1.1500  0.471552400E+00  -.169614746E+00
    1.1600  0.474012278E+00  -.170153971E+00
    1.1700  0.476390832E+00  -.170654824E+00
    1.1800  0.478689742E+00  -.171118219E+00
    1.1900  0.480910685E+00  -.171545069E+00
    1.2000  0.483055328E+00  -.171936282E+00
    1.2100  0.485125323E+00  -.172292762E+00
    1.2200  0.487122309E+00  -.172615400E+00
    1.2300  0.489047906E+00  -.172905088E+00
    1.2400  0.490903716E+00  -.173162708E+00
    1.2500  0.492691320E+00  -.173389136E+00
    1.2600  0.494412276E+00  -.173585230E+00
    1.2700  0.496068116E+00  -.173751834E+00
    1.2800  0.497660348E+00  -.173889799E+00
    1.2900  0.499190456E+00  -.173999939E+00
    1.3000  0.500659895E+00  -.174083073E+00
    1.3100  0.502070094E+00  -.174140000E+00
    1.3200  0.503422452E+00  -.174171498E+00
    1.3300  0.504718341E+00  -.174178338E+00
    1.3400  0.505959105E+00  -.174161278E+00
    1.3500  0.507146061E+00  -.174121061E+00
    1.3600  0.508280494E+00  -.174058408E+00
    1.3700  0.509363663E+00  -.173974027E+00
    1.3800  0.510396798E+00  -.173868611E+00
    1.3900  0.511381100E+00  -.173742842E+00
    1.4000  0.512317746E+00  -.173597385E+00
    1.4100  0.513207883E+00  -.173432886E+00
    1.4200  0.514052630E+00  -.173249975E+00
    1.4300  0.514853079E+00  -.173049267E+00
    1.4400  0.515610299E+00  -.172831368E+00
    1.4500  0.516325331E+00  -.172596866E+00
    1.4600  0.516999193E+00  -.172346334E+00
    1.4700  0.517632875E+00  -.172080324E+00
    1.4800  0.518227344E+00  -.171799378E+00
    1.4900  0.518783544E+00  -.171504029E+00
    1.5000  0.519302396E+00  -.171194792E+00
    1.5100  0.519784799E+00  -.170872167E+00
    1.5200  0.520231628E+00  -.170536638E+00
    1.5300  0.520643735E+00  -.170188678E+00
    1.5400  0.521021955E+00  -.169828749E+00
    1.5500  0.521367103E+00  -.169457302E+00
    1.5600  0.521679969E+00  -.169074771E+00
    1.5700  0.521961328E+00  -.168681575E+00
    1.5800  0.522211932E+00  -.168278124E+00
    1.5900  0.522432519E+00  -.167864818E+00
    1.6000  0.522623807E+00  -.167442048E+00
    1.6100  0.522786498E+00  -.167010190E+00
    1.6200  0.522921273E+00  -.166569604E+00
    1.6300  0.523028798E+00  -.166120643E+00
    1.6400  0.523109726E+00  -.165663654E+00
    1.6500  0.523164693E+00  -.165198973E+00
    1.6600  0.523194319E+00  -.164726924E+00
    1.6700  0.523199207E+00  -.164247813E+00
    1.6800  0.523179949E+00  -.163761949E+00
    1.6900  0.523137120E+00  -.163269626E+00
    1.7000  0.523071286E+00  -.162771133E+00
    1.7100  0.522982996E+00  -.162266749E+00
    1.7200  0.522872785E+00  -.161756739E+00
    1.7300  0.522741178E+00  -.161241361E+00
    1.7400  0.522588687E+00  -.160720871E+00
    1.7500  0.522415813E+00  -.160195517E+00
    1.7600  0.522223043E+00  -.159665535E+00
    1.7700  0.522010856E+00  -.159131153E+00
    1.7800  0.521779714E+00  -.158592592E+00
    1.7900  0.521530076E+00  -.158050069E+00
    1.8000  0.521262385E+00  -.157503798E+00
    1.8100  0.520977078E+00  -.156953981E+00
    1.8200  0.520674578E+00  -.156400810E+00
    1.8300  0.520355299E+00  -.155844473E+00
    1.8400  0.520019647E+00  -.155285158E+00
    1.8500  0.519668020E+00  -.154723046E+00
    1.8600  0.519300805E+00  -.154158308E+00
    1.8700  0.518918381E+00  -.153591110E+00
    1.8800  0.518521115E+00  -.153021611E+00
    1.8900  0.518109372E+00  -.152449970E+00
    1.9000  0.517683505E+00  -.151876341E+00
    1.9100  0.517243861E+00  -.151300873E+00
    1.9200  0.516790777E+00  -.150723704E+00
    1.9300  0.516324582E+00  -.150144968E+00
    1.9400  0.515845600E+00  -.149564803E+00
    1.9500  0.515354148E+00  -.148983339E+00
    1.9600  0.514850536E+00  -.148400703E+00
    1.9700  0.514335065E+00  -.147817011E+00
    1.9800  0.513808029E+00  -.147232378E+00
    1.9900  0.513269717E+00  -.146646920E+00
    2.0000  0.512720413E+00  -.146060748E+00
    2.0100  0.512160394E+00  -.145473969E+00
    2.0200  0.511589930E+00  -.144886683E+00
    2.0300  0.511009282E+00  -.144298987E+00
    2.0400  0.510418711E+00  -.143710976E+00
    2.0500  0.509818470E+00  -.143122749E+00
    2.0600  0.509208807E+00  -.142534395E+00
    2.0700  0.508589962E+00  -.141945997E+00
    2.0800  0.507962171E+00  -.141357637E+00
    2.0900  0.507325666E+00  -.140769397E+00
    2.1000  0.506680674E+00  -.140181361E+00
    2.1100  0.506027417E+00  -.139593603E+00
    2.1200  0.505366110E+00  -.139006194E+00
    2.1300  0.504696964E+00  -.138419202E+00
    2.1400  0.504020186E+00  -.137832696E+00
    2.1500  0.503335980E+00  -.137246748E+00
    2.1600  0.502644545E+00  -.136661420E+00
    2.1700  0.501946073E+00  -.136076772E+00
    2.1800  0.501240754E+00  -.135492861E+00
    2.1900  0.500528772E+00  -.134909745E+00
    2.2000  0.499810310E+00  -.134327483E+00
    2.2100  0.499085547E+00  -.133746131E+00
    2.2200  0.498354654E+00  -.133165737E+00
    2.2300  0.497617801E+00  -.132586347E+00
    2.2400  0.496875154E+00  -.132008012E+00
    2.2500  0.496126877E+00  -.131430781E+00
    2.2600  0.495373128E+00  -.130854701E+00
    2.2700  0.494614063E+00  -.130279810E+00
    2.2800  0.493849832E+00  -.129706150E+00
    2.2900  0.493080585E+00  -.129133760E+00
    2.3000  0.492306468E+00  -.128562683E+00
    2.3100  0.491527623E+00  -.127992958E+00
    2.3200  0.490744190E+00  -.127424617E+00
    2.3300  0.489956304E+00  -.126857692E+00
    2.3400  0.489164097E+00  -.126292218E+00
    2.3500  0.488367702E+00  -.125728230E+00
    2.3600  0.487567246E+00  -.125165760E+00
    2.3700  0.486762854E+00  -.124604834E+00
    2.3800  0.485954646E+00  -.124045480E+00
    2.3900  0.485142741E+00  -.123487724E+00
    2.4000  0.484327258E+00  -.122931596E+00
    2.4100  0.483508312E+00  -.122377124E+00
    2.4200  0.482686012E+00  -.121824328E+00
    2.4300  0.481860469E+00  -.121273229E+00
    2.4400  0.481031788E+00  -.120723850E+00
    2.4500  0.480200075E+00  -.120176216E+00
    2.4600  0.479365433E+00  -.119630348E+00
    2.4700  0.478527962E+00  -.119086262E+00
    2.4800  0.477687758E+00  -.118543978E+00
    2.4900  0.476844918E+00  -.118003511E+00
    2.5000  0.475999535E+00  -.117464881E+00
    2.5100  0.475151702E+00  -.116928108E+00
    2.5200  0.474301509E+00  -.116393204E+00
    2.5300  0.473449041E+00  -.115860180E+00
    2.5400  0.472594385E+00  -.115329051E+00
    2.5500  0.471737625E+00  -.114799835E+00
    2.5600  0.470878845E+00  -.114272545E+00
    2.5700  0.470018124E+00  -.113747191E+00
    2.5800  0.469155540E+00  -.113223782E+00
    2.5900  0.468291168E+00  -.112702328E+00
    2.6000  0.467425086E+00  -.112182843E+00
    2.6100  0.466557368E+00  -.111665338E+00
    2.6200  0.465688085E+00  -.111149821E+00
    2.6300  0.464817307E+00  -.110636297E+00
    2.6400  0.463945101E+00  -.110124773E+00
    2.6500  0.463071537E+00  -.109615260E+00
    2.6600  0.462196681E+00  -.109107769E+00
    2.6700  0.461320598E+00  -.108602302E+00
    2.6800  0.460443348E+00  -.108098862E+00
    2.6900  0.459564994E+00  -.107597456E+00
    2.7000  0.458685597E+00  -.107098092E+00
    2.7100  0.457805216E+00  -.106600774E+00
    2.7200  0.456923910E+00  -.106105507E+00
    2.7300  0.456041732E+00  -.105612292E+00
    2.7400  0.455158739E+00  -.105121130E+00
    2.7500  0.454274985E+00  -.104632030E+00
    2.7600  0.453390525E+00  -.104144995E+00
    2.7700  0.452505408E+00  -.103660026E+00
    2.7800  0.451619686E+00  -.103177121E+00
    2.7900  0.450733406E+00  -.102696282E+00
    2.8000  0.449846619E+00  -.102217513E+00
    2.8100  0.448959372E+00  -.101740818E+00
    2.8200  0.448071712E+00  -.101266196E+00
    2.8300  0.447183683E+00  -.100793643E+00
    2.8400  0.446295328E+00  -.100323159E+00
    2.8500  0.445406692E+00  -.998547469E-01
    2.8600  0.444517819E+00  -.993884096E-01
    2.8700  0.443628749E+00  -.989241441E-01
    2.8800  0.442739522E+00  -.984619456E-01
    2.8900  0.441850176E+00  -.980018122E-01
    2.9000  0.440960753E+00  -.975437458E-01
    2.9100  0.440071291E+00  -.970877477E-01
    2.9200  0.439181827E+00  -.966338141E-01
    2.9300  0.438292395E+00  -.961819390E-01
    2.9400  0.437403031E+00  -.957321192E-01
    2.9500  0.436513771E+00  -.952843558E-01
    2.9600  0.435624650E+00  -.948386486E-01
    2.9700  0.434735700E+00  -.943949924E-01
    2.9800  0.433846953E+00  -.939533816E-01
    2.9900  0.432958440E+00  -.935138107E-01
    3.0000  0.432070193E+00  -.930762800E-01
    3.0100  0.431182244E+00  -.926407888E-01
    3.0200  0.430294623E+00  -.922073318E-01
    3.0300  0.429407356E+00  -.917759010E-01
    3.0400  0.428520473E+00  -.913464911E-01
    3.0500  0.427634001E+00  -.909191012E-01
    3.0600  0.426747969E+00  -.904937298E-01
    3.0700  0.425862404E+00  -.900703710E-01
    3.0800  0.424977330E+00  -.896490158E-01
    3.0900  0.424092772E+00  -.892296584E-01
    3.1000  0.423208756E+00  -.888122971E-01
    3.1100  0.422325308E+00  -.883969300E-01
    3.1200  0.421442450E+00  -.879835507E-01
    3.1300  0.420560205E+00  -.875721497E-01
    3.1400  0.419678595E+00  -.871627202E-01
    3.1500  0.418797644E+00  -.867552599E-01
    3.1600  0.417917373E+00  -.863497663E-01
    3.1700  0.417037805E+00  -.859462327E-01
    3.1800  0.416158958E+00  -.855446489E-01
    3.1900  0.415280853E+00  -.851450077E-01
    3.2000  0.414403509E+00  -.847473063E-01
    3.2100  0.413526948E+00  -.843515421E-01
    3.2200  0.412651189E+00  -.839577078E-01
    3.2300  0.411776249E+00  -.835657931E-01
    3.2400  0.410902144E+00  -.831757899E-01
    3.2500  0.410028894E+00  -.827876948E-01
    3.2600  0.409156517E+00  -.824015050E-01
    3.2700  0.408285031E+00  -.820172131E-01
    3.2800  0.407414449E+00  -.816348077E-01
    3.2900  0.406544788E+00  -.812542815E-01
    3.3000  0.405676064E+00  -.808756303E-01
    3.3100  0.404808295E+00  -.804988511E-01
    3.3200  0.403941494E+00  -.801239363E-01
    3.3300  0.403075675E+00  -.797508748E-01
    3.3400  0.402210852E+00  -.793796576E-01
    3.3500  0.401347040E+00  -.790102807E-01
    3.3600  0.400484254E+00  -.786427409E-01
    3.3700  0.399622506E+00  -.782770307E-01
    3.3800  0.398761809E+00  -.779131386E-01
    3.3900  0.397902175E+00  -.775510555E-01
    3.4000  0.397043617E+00  -.771907773E-01
    3.4100  0.396186149E+00  -.768323007E-01
    3.4200  0.395329781E+00  -.764756180E-01
    3.4300  0.394474526E+00  -.761207174E-01
    3.4400  0.393620392E+00  -.757675896E-01
    3.4500  0.392767392E+00  -.754162298E-01
    3.4600  0.391915538E+00  -.750666349E-01
    3.4700  0.391064840E+00  -.747187973E-01
    3.4800  0.390215308E+00  -.743727055E-01
    3.4900  0.389366950E+00  -.740283495E-01
    3.5000  0.388519778E+00  -.736857249E-01
    3.5100  0.387673801E+00  -.733448283E-01
    3.5200  0.386829029E+00  -.730056521E-01
    3.5300  0.385985471E+00  -.726681843E-01
    3.5400  0.385143133E+00  -.723324150E-01
    3.5500  0.384302025E+00  -.719983392E-01
    3.5600  0.383462158E+00  -.716659539E-01
    3.5700  0.382623538E+00  -.713352517E-01
    3.5800  0.381786173E+00  -.710062209E-01
    3.5900  0.380950070E+00  -.706788511E-01
    3.6000  0.380115237E+00  -.703531375E-01
    3.6100  0.379281682E+00  -.700290768E-01
    3.6200  0.378449414E+00  -.697066618E-01
    3.6300  0.377618436E+00  -.693858806E-01
    3.6400  0.376788756E+00  -.690667217E-01
    3.6500  0.375960381E+00  -.687491816E-01
    3.6600  0.375133318E+00  -.684332568E-01
    3.6700  0.374307574E+00  -.681189401E-01
    3.6800  0.373483154E+00  -.678062199E-01
    3.6900  0.372660062E+00  -.674950854E-01
    3.7000  0.371838305E+00  -.671855317E-01
    3.7100  0.371017890E+00  -.668775556E-01
    3.7200  0.370198822E+00  -.665711502E-01
    3.7300  0.369381106E+00  -.662663035E-01
    3.7400  0.368564745E+00  -.659630050E-01
    3.7500  0.367749746E+00  -.656612493E-01
    3.7600  0.366936113E+00  -.653610341E-01
    3.7700  0.366123853E+00  -.650623526E-01
    3.7800  0.365312969E+00  -.647651931E-01
    3.7900  0.364503464E+00  -.644695448E-01
    3.8000  0.363695342E+00  -.641754022E-01
    3.8100  0.362888609E+00  -.638827627E-01
    3.8200  0.362083270E+00  -.635916197E-01
    3.8300  0.361279327E+00  -.633019617E-01
    3.8400  0.360476783E+00  -.630137776E-01
    3.8500  0.359675641E+00  -.627270623E-01
    3.8600  0.358875908E+00  -.624418136E-01
    3.8700  0.358077586E+00  -.621580254E-01
    3.8800  0.357280678E+00  -.618756859E-01
    3.8900  0.356485185E+00  -.615947842E-01
    3.9000  0.355691112E+00  -.613153146E-01
    3.9100  0.354898461E+00  -.610372751E-01
    3.9200  0.354107238E+00  -.607606595E-01
    3.9300  0.353317443E+00  -.604854564E-01
    3.9400  0.352529077E+00  -.602116549E-01
    3.9500  0.351742144E+00  -.599392497E-01
    3.9600  0.350956647E+00  -.596682390E-01
    3.9700  0.350172590E+00  -.593986170E-01
    3.9800  0.349389973E+00  -.591303725E-01
    3.9900  0.348608797E+00  -.588634941E-01
    4.0000  0.347829064E+00  -.585979763E-01
    4.0100  0.347050779E+00  -.583338171E-01
    4.0200  0.346273942E+00  -.580710114E-01
    4.0300  0.345498556E+00  -.578095479E-01
    4.0400  0.344724620E+00  -.575494157E-01
    4.0500  0.343952136E+00  -.572906096E-01
    4.0600  0.343181108E+00  -.570331271E-01
    4.0700  0.342411537E+00  -.567769646E-01
    4.0800  0.341643423E+00  -.565221102E-01
    4.0900  0.340876767E+00  -.562685525E-01
    4.1000  0.340111570E+00  -.560162859E-01
    4.1100  0.339347834E+00  -.557653090E-01
    4.1200  0.338585561E+00  -.555156174E-01
    4.1300  0.337824752E+00  -.552672002E-01
    4.1400  0.337065405E+00  -.550200462E-01
    4.1500  0.336307522E+00  -.547741500E-01
    4.1600  0.335551105E+00  -.545295106E-01
    4.1700  0.334796156E+00  -.542861235E-01
    4.1800  0.334042674E+00  -.540439777E-01
    4.1900  0.333290657E+00  -.538030618E-01
    4.2000  0.332540108E+00  -.535633702E-01
    4.2100  0.331791027E+00  -.533249018E-01
    4.2200  0.331043416E+00  -.530876530E-01
    4.2300  0.330297275E+00  -.528516134E-01
    4.2400  0.329552601E+00  -.526167716E-01
    4.2500  0.328809396E+00  -.523831222E-01
    4.2600  0.328067661E+00  -.521506644E-01
    4.2700  0.327327398E+00  -.519193943E-01
    4.2800  0.326588604E+00  -.516893016E-01
    4.2900  0.325851279E+00  -.514603745E-01
    4.3000  0.325115423E+00  -.512326074E-01
    4.3100  0.324381036E+00  -.510059999E-01
    4.3200  0.323648120E+00  -.507805490E-01
    4.3300  0.322916674E+00  -.505562449E-01
